entity_id,name,domain,stress_score,logistic_score,viability_score
ncbi_gene_4345944,LOC4345944,biology,0.22970985213892403,0.7346180349749627,0.48216394
ncbi_gene_4345809,LOC4345809,biology,0.214299412557166,0.7443196268161365,0.47930953
ncbi_gene_4345415,LOC4345415,biology,0.30073260605196556,0.659501573835048,0.48011708
ncbi_gene_4345807,LOC4345807,biology,0.2789934458637349,0.665587703782956,0.47229058
ncbi_gene_4345787,LOC4345787,biology,0.11383108266179794,0.9305933899636227,0.5222122
ncbi_gene_4345763,LOC4345763,biology,0.1391764744184604,0.8450056725745544,0.49209106
ncbi_gene_4345662,LOC4345662,biology,0.1730870395758097,0.8450056725745544,0.5090464
ncbi_gene_4345634,LOC4345634,biology,0.06914292791265714,1.0,0.53457147
ncbi_gene_4345617,CCZ1,biology,0.10092392513572397,1.0,0.55046195
ncbi_gene_4345606,LOC4345606,biology,0.07847170848257466,1.0,0.53923583
ncbi_gene_4345541,LOC4345541,biology,0.38280480872999617,0.5832459929335279,0.4830254
ncbi_gene_4345523,LOC4345523,biology,0.09077702114762826,1.0,0.5453885
ncbi_gene_6450201,rps12,biology,0.332645257948718,0.5873357794991299,0.45999053
ncbi_gene_6450183,atp1,biology,0.29950439329975187,0.659501573835048,0.47950298
ncbi_gene_6450171,mat-r,biology,0.26877382013183954,0.665587703782956,0.46718076
ncbi_gene_6450161,cox2,biology,0.2309041048461681,0.7346180349749627,0.48276106
ncbi_gene_6450121,nad4,biology,0.18587138868097464,0.8114492670591358,0.49866033
ncbi_gene_4341695,LOC4341695,biology,0.13575595734946955,0.8450056725745544,0.49038082
ncbi_gene_4341645,LOC4341645,biology,0.1090419886882293,1.0,0.55452096
ncbi_gene_4341573,LOC4341573,biology,0.21740504043255146,0.7443196268161365,0.48086232
ncbi_gene_4324982,LOC4324982,biology,0.15612750197743971,0.8450056725745544,0.5005666
ncbi_gene_4325693,LOC4325693,biology,0.19092919749452983,0.767532574700341,0.47923088
ncbi_gene_4325670,LOC4325670,biology,0.13794059178629117,0.8450056725745544,0.49147314
ncbi_gene_4325654,AT9,biology,0.19092919749452983,0.767532574700341,0.47923088
ncbi_gene_4325624,LOC4325624,biology,0.24180268905183236,0.7203980631796767,0.48110038
ncbi_gene_4325621,LOC4325621,biology,0.1391764744184604,0.8450056725745544,0.49209106
ncbi_gene_4325600,LOC4325600,biology,0.10148385017322953,1.0,0.5507419
ncbi_gene_4325568,NCL1,biology,0.24304956012372575,0.7203980631796767,0.48172382
ncbi_gene_4325514,IRX9L,biology,0.21335718572421133,0.7443196268161365,0.4788384
ncbi_gene_4325497,LOC4325497,biology,0.18587138868097464,0.8114492670591358,0.49866033
ncbi_gene_4325482,LOC4325482,biology,0.24771352134177238,0.6999474665117343,0.4738305
ncbi_gene_4325393,LOC4325393,biology,0.3970068517285304,0.5381142147559843,0.46756053
ncbi_gene_4325329,LOC4325329,biology,0.43126736207827737,0.5327587224518097,0.48201305
ncbi_gene_4325317,LOC4325317,biology,0.21335718572421133,0.7443196268161365,0.4788384
ncbi_gene_4325273,ASL1,biology,0.332645257948718,0.5873357794991299,0.45999053
ncbi_gene_4325272,LOC4325272,biology,0.08459687596392527,1.0,0.54229844
ncbi_gene_4325211,LOC4325211,biology,0.2463928157373082,0.7160188561061768,0.48120585
ncbi_gene_4325163,LOC4325163,biology,0.16797375611627025,0.8450056725745544,0.5064897
ncbi_gene_4325078,LOC4325078,biology,0.0750151316461948,1.0,0.5375076
ncbi_gene_4325061,LOC4325061,biology,0.08459687596392527,1.0,0.54229844
ncbi_gene_4325052,LOC4325052,biology,0.07286612831530227,1.0,0.53643304
ncbi_gene_4325026,LOC4325026,biology,0.07673865120260347,1.0,0.5383693
ncbi_gene_4325700,LOC4325700,biology,0.36774840459129154,0.5856845697415353,0.4767165
ncbi_gene_4325879,LOC4325879,biology,0.09077702114762826,1.0,0.5453885
ncbi_gene_4325890,LOC4325890,biology,0.43126736207827737,0.5327587224518097,0.48201305
ncbi_gene_4326270,LOC4326270,biology,0.1005276084665824,1.0,0.5502638
ncbi_gene_4326580,EIF4A3A,biology,0.3211714090764334,0.5873357794991299,0.45425358
ncbi_gene_4326565,LOC4326565,biology,0.07346285424152675,1.0,0.5367314
ncbi_gene_4326547,LOC4326547,biology,0.12167903425924102,0.9012983446581732,0.5114887
ncbi_gene_4326507,ACA1,biology,0.36774840459129154,0.5856845697415353,0.4767165
ncbi_gene_4326471,LOC4326471,biology,0.3983436983594335,0.5381142147559843,0.46822897
ncbi_gene_4326465,LOC4326465,biology,0.07028219017034221,1.0,0.5351411
ncbi_gene_4326442,LOC4326442,biology,0.0801292577396557,1.0,0.54006463
ncbi_gene_4326441,CSB,biology,0.07631974729800563,1.0,0.53815985
ncbi_gene_4326296,LOC4326296,biology,0.09738336095564323,1.0,0.5486917
ncbi_gene_4326245,LOC4326245,biology,0.17369957371982817,0.8450056725745544,0.5093526
ncbi_gene_4325895,LOC4325895,biology,0.332645257948718,0.5873357794991299,0.45999053
ncbi_gene_4326229,LOC4326229,biology,0.38280480872999617,0.5832459929335279,0.4830254
ncbi_gene_4326193,AIP2,biology,0.1984296848660139,0.7534656866373175,0.47594768
ncbi_gene_4326192,AIP1,biology,0.17707444750669168,0.8450056725745544,0.51104003
ncbi_gene_4326145,MFT2,biology,0.2493695950794581,0.6859587270755693,0.46766415
ncbi_gene_4326027,LOC4326027,biology,0.08686068983048606,1.0,0.5434303
ncbi_gene_4326014,LOC4326014,biology,0.10459623977650657,1.0,0.5522981
ncbi_gene_4326010,LPR1,biology,0.09227339356834108,1.0,0.5461367
ncbi_gene_4325934,LOC4325934,biology,0.3483726631706731,0.5873357794991299,0.46785423
ncbi_gene_4325933,LOC4325933,biology,0.391389812143366,0.5530959212008211,0.47224286
ncbi_gene_4325003,LOC4325003,biology,0.22471946314123126,0.7389569565345504,0.4818382
ncbi_gene_4324980,LOC4324980,biology,0.2493695950794581,0.6859587270755693,0.46766415
ncbi_gene_4326594,LOC4326594,biology,0.16854577804985368,0.8450056725745544,0.50677574
ncbi_gene_4324967,VIPP1,biology,0.07673865120260347,1.0,0.5383693
ncbi_gene_4324163,LOC4324163,biology,0.30073260605196556,0.659501573835048,0.48011708
ncbi_gene_4324115,LOC4324115,biology,0.17369957371982817,0.8450056725745544,0.5093526
ncbi_gene_4324088,LOC4324088,biology,0.18772067814064497,0.8114492670591358,0.49958497
ncbi_gene_4324023,LOC4324023,biology,0.3554994047340522,0.5856845697415353,0.470592
ncbi_gene_4323963,LOC4323963,biology,0.1363875710641438,0.8450056725745544,0.4906966
ncbi_gene_4323878,LOC4323878,biology,0.08686068983048606,1.0,0.5434303
ncbi_gene_4323864,LOC4323864,biology,0.3972890479220551,0.5381142147559843,0.4677016
ncbi_gene_4323853,LOC4323853,biology,0.10148385017322953,1.0,0.5507419
ncbi_gene_4323843,LOC4323843,biology,0.1948468047403783,0.7591451186699585,0.47699597
ncbi_gene_4323837,LOC4323837,biology,0.11004071337692538,1.0,0.55502033
ncbi_gene_4324245,LOC4324245,biology,0.07226399680347396,1.0,0.536132
ncbi_gene_4324249,LOC4324249,biology,0.08508696307908196,1.0,0.5425435
ncbi_gene_4324264,LOC4324264,biology,0.4148947235478819,0.536371057853579,0.4756329
ncbi_gene_4324682,LOC4324682,biology,0.07303060707233223,1.0,0.5365153
ncbi_gene_4324953,LOC4324953,biology,0.15211220372157386,0.8450056725745544,0.49855894
ncbi_gene_4324937,LOC4324937,biology,0.10572884946352999,1.0,0.55286443
ncbi_gene_4324927,LOC4324927,biology,0.10224386211379592,1.0,0.55112195
ncbi_gene_4324855,LOC4324855,biology,0.06914292791265714,1.0,0.53457147
ncbi_gene_4324813,PHT4;3,biology,0.17522944259808124,0.8450056725745544,0.51011753
ncbi_gene_4324749,LOC4324749,biology,0.17610260812037132,0.8450056725745544,0.51055413
ncbi_gene_4324704,LOC4324704,biology,0.38280480872999617,0.5832459929335279,0.4830254
ncbi_gene_4324691,LOC4324691,biology,0.08475186886704492,1.0,0.5423759
ncbi_gene_4324683,LOC4324683,biology,0.28125437477835485,0.665587703782956,0.47342104
ncbi_gene_4324610,LOC4324610,biology,0.17885782571414782,0.8278124767823132,0.5033352
ncbi_gene_4324327,LOC4324327,biology,0.10269186769032222,1.0,0.55134594
ncbi_gene_4324605,LOC4324605,biology,0.08686068983048606,1.0,0.5434303
ncbi_gene_4324604,LOC4324604,biology,0.32482190419136237,0.5873357794991299,0.45607883
ncbi_gene_4324573,LOC4324573,biology,0.16651882677005328,0.8450056725745544,0.5057622
ncbi_gene_4324540,LOC4324540,biology,0.15612750197743971,0.8450056725745544,0.5005666
ncbi_gene_4324511,LOC4324511,biology,0.45752306605326426,0.49971686470123383,0.47861996
ncbi_gene_4324478,LOC4324478,biology,0.38280480872999617,0.5832459929335279,0.4830254
ncbi_gene_4324404,LOC4324404,biology,0.08459687596392527,1.0,0.54229844
ncbi_gene_4324355,LOC4324355,biology,0.16651882677005328,0.8450056725745544,0.5057622
ncbi_gene_4324333,LOC4324333,biology,0.06914292791265714,1.0,0.53457147
ncbi_gene_4326581,SNL6,biology,0.13794059178629117,0.8450056725745544,0.49147314
ncbi_gene_4326682,LOC4326682,biology,0.2617838985482835,0.665587703782956,0.4636858
ncbi_gene_4328817,LOC4328817,biology,0.11906773095309389,0.916655481682169,0.5178616
ncbi_gene_4329643,LOC4329643,biology,0.12668043666070045,0.8450056725745544,0.48584306
ncbi_gene_4329630,LOC4329630,biology,0.15478748562739095,0.8450056725745544,0.4998966
ncbi_gene_4329626,LOC4329626,biology,0.29187729704657345,0.665587703782956,0.4787325
ncbi_gene_4329580,LOC4329580,biology,0.07847170848257466,1.0,0.53923583
ncbi_gene_4329578,LOC4329578,biology,0.24304956012372575,0.7203980631796767,0.48172382
ncbi_gene_4329561,LOC4329561,biology,0.3483726631706731,0.5873357794991299,0.46785423
ncbi_gene_4329532,LOC4329532,biology,0.13140672275908172,0.8450056725745544,0.4882062
ncbi_gene_4329520,LOC4329520,biology,0.13575595734946955,0.8450056725745544,0.49038082
ncbi_gene_4329508,LOC4329508,biology,0.30073260605196556,0.659501573835048,0.48011708
ncbi_gene_4329434,LOC4329434,biology,0.11583592661841509,0.9236149246656711,0.51972544
ncbi_gene_4329381,LOC4329381,biology,0.07286612831530227,1.0,0.53643304
ncbi_gene_4329321,LOC4329321,biology,0.1391764744184604,0.8450056725745544,0.49209106
ncbi_gene_4329226,LOC4329226,biology,0.0778726638692255,1.0,0.5389363
ncbi_gene_4329205,XAT2,biology,0.41585174185487656,0.536371057853579,0.4761114
ncbi_gene_4329192,LOC4329192,biology,0.20935005036032012,0.7443196268161365,0.47683483
ncbi_gene_4329107,LOC4329107,biology,0.22548008865132899,0.7389569565345504,0.48221853
ncbi_gene_4329101,LOC4329101,biology,0.0744105105017245,1.0,0.5372053
ncbi_gene_4329091,LOC4329091,biology,0.06914292791265714,1.0,0.53457147
ncbi_gene_4329036,LOC4329036,biology,0.332645257948718,0.5873357794991299,0.45999053
ncbi_gene_4328969,LOC4328969,biology,0.2904077087808927,0.665587703782956,0.47799772
ncbi_gene_4328940,LOC4328940,biology,0.15612750197743971,0.8450056725745544,0.5005666
ncbi_gene_4329647,LOC4329647,biology,0.07286612831530227,1.0,0.53643304
ncbi_gene_4329672,LOC4329672,biology,0.16797375611627025,0.8450056725745544,0.5064897
ncbi_gene_4329686,LOC4329686,biology,0.3658621792146281,0.5856845697415353,0.4757734
ncbi_gene_4329950,LOC4329950,biology,0.332645257948718,0.5873357794991299,0.45999053
ncbi_gene_4330248,LOC4330248,biology,0.27627649492170836,0.665587703782956,0.4709321
ncbi_gene_4330221,LOC4330221,biology,0.1984296848660139,0.7534656866373175,0.47594768
ncbi_gene_4330161,LOC4330161,biology,0.0778726638692255,1.0,0.5389363
ncbi_gene_4330155,LOC4330155,biology,0.1984296848660139,0.7534656866373175,0.47594768
ncbi_gene_4330018,LOC4330018,biology,0.1848724029179695,0.8114492670591358,0.49816084
ncbi_gene_4330008,LOC4330008,biology,0.16797375611627025,0.8450056725745544,0.5064897
ncbi_gene_4330007,LOC4330007,biology,0.0750151316461948,1.0,0.5375076
ncbi_gene_4330000,LOC4330000,biology,0.17111998454981758,0.8450056725745544,0.50806284
ncbi_gene_4329993,LOC4329993,biology,0.1696072709414869,0.8450056725745544,0.50730646
ncbi_gene_4329928,LOC4329928,biology,0.214299412557166,0.7443196268161365,0.47930953
ncbi_gene_4329703,LOC4329703,biology,0.07084252164960408,1.0,0.53542125
ncbi_gene_4329905,LOC4329905,biology,0.1848724029179695,0.8114492670591358,0.49816084
ncbi_gene_4329892,LOC4329892,biology,0.3483726631706731,0.5873357794991299,0.46785423
ncbi_gene_4329861,LOC4329861,biology,0.23747936757136387,0.7293518195215003,0.4834156
ncbi_gene_4329775,LOC4329775,biology,0.1608975530947307,0.8450056725745544,0.5029516
ncbi_gene_4329756,LOC4329756,biology,0.3628421876630983,0.5856845697415353,0.4742634
ncbi_gene_4329738,LOC4329738,biology,0.22471946314123126,0.7389569565345504,0.4818382
ncbi_gene_4329729,LOC4329729,biology,0.2904077087808927,0.665587703782956,0.47799772
ncbi_gene_4329728,LOC4329728,biology,0.08508696307908196,1.0,0.5425435
ncbi_gene_4329720,LOC4329720,biology,0.39402920234052474,0.5468878591859727,0.47045854
ncbi_gene_4328829,LOC4328829,biology,0.17522944259808124,0.8450056725745544,0.51011753
ncbi_gene_4328656,LOC4328656,biology,0.2617838985482835,0.665587703782956,0.4636858
ncbi_gene_4326709,LOC4326709,biology,0.09077702114762826,1.0,0.5453885
ncbi_gene_4328653,LOC4328653,biology,0.15612750197743971,0.8450056725745544,0.5005666
ncbi_gene_4327518,LOC4327518,biology,0.06928872603695448,1.0,0.53464437
ncbi_gene_4327500,LOC4327500,biology,0.1363875710641438,0.8450056725745544,0.4906966
ncbi_gene_4327424,LOC4327424,biology,0.08989626745450216,1.0,0.54494816
ncbi_gene_4327409,LOC4327409,biology,0.38280480872999617,0.5832459929335279,0.4830254
ncbi_gene_4327371,LOC4327371,biology,0.11154719605138454,1.0,0.5557736
ncbi_gene_4327315,LOC4327315,biology,0.07286612831530227,1.0,0.53643304
ncbi_gene_4327307,LOC4327307,biology,0.23621834809660622,0.7293518195215003,0.48278508
ncbi_gene_4327304,LOC4327304,biology,0.332645257948718,0.5873357794991299,0.45999053
ncbi_gene_4327295,LOC4327295,biology,0.2789934458637349,0.665587703782956,0.47229058
ncbi_gene_4327178,LOC4327178,biology,0.43973871889505206,0.5299664711356599,0.48485258
ncbi_gene_4327165,LOC4327165,biology,0.08989626745450216,1.0,0.54494816
ncbi_gene_4327059,LOC4327059,biology,0.0698794086310291,1.0,0.5349397
ncbi_gene_4326977,LOC4326977,biology,0.1240447707918172,0.8599907001019863,0.49201775
ncbi_gene_4326945,LOC4326945,biology,0.23621834809660622,0.7293518195215003,0.48278508
ncbi_gene_4326926,LOC4326926,biology,0.2617838985482835,0.665587703782956,0.4636858
ncbi_gene_4326905,PHT4;1,biology,0.11154719605138454,1.0,0.5557736
ncbi_gene_4326903,LOC4326903,biology,0.35136940093168517,0.5856845697415353,0.468527
ncbi_gene_4326895,LOC4326895,biology,0.14463093817748368,0.8450056725745544,0.4948183
ncbi_gene_4326868,LOC4326868,biology,0.1848724029179695,0.8114492670591358,0.49816084
ncbi_gene_4326853,LOC4326853,biology,0.46421491005278953,0.4981659992160021,0.48119047
ncbi_gene_4326806,LOC4326806,biology,0.07575345267323015,1.0,0.5378767
ncbi_gene_4327550,LOC4327550,biology,0.26877382013183954,0.665587703782956,0.46718076
ncbi_gene_4327572,LOC4327572,biology,0.17522944259808124,0.8450056725745544,0.51011753
ncbi_gene_4327647,LOC4327647,biology,0.07049247988727571,1.0,0.53524625
ncbi_gene_4328135,LOC4328135,biology,0.21335718572421133,0.7443196268161365,0.4788384
ncbi_gene_4328616,LOC4328616,biology,0.21740504043255146,0.7443196268161365,0.48086232
ncbi_gene_4328552,LOC4328552,biology,0.07575345267323015,1.0,0.5378767
ncbi_gene_4328512,LOC4328512,biology,0.16797375611627025,0.8450056725745544,0.5064897
ncbi_gene_4328468,HKT1;3,biology,0.26877382013183954,0.665587703782956,0.46718076
ncbi_gene_4328448,LOC4328448,biology,0.365599517415754,0.5856845697415353,0.47564206
ncbi_gene_4328420,LOC4328420,biology,0.13575595734946955,0.8450056725745544,0.49038082
ncbi_gene_4328406,LOC4328406,biology,0.07286612831530227,1.0,0.53643304
ncbi_gene_4328297,LOC4328297,biology,0.21740504043255146,0.7443196268161365,0.48086232
ncbi_gene_4328200,LOC4328200,biology,0.21740504043255146,0.7443196268161365,0.48086232
ncbi_gene_4328121,LOC4328121,biology,0.08459687596392527,1.0,0.54229844
ncbi_gene_4327651,LOC4327651,biology,0.1293399070930052,0.8450056725745544,0.48717278
ncbi_gene_4328118,LOC4328118,biology,0.07049247988727571,1.0,0.53524625
ncbi_gene_4328109,LOC4328109,biology,0.4526812450774005,0.49971686470123383,0.47619906
ncbi_gene_4328075,BIP1,biology,0.17522944259808124,0.8450056725745544,0.51011753
ncbi_gene_4328040,LOC4328040,biology,0.16797375611627025,0.8450056725745544,0.5064897
ncbi_gene_4327838,LOC4327838,biology,0.09797701420917931,1.0,0.5489885
ncbi_gene_4327804,HKT2;3,biology,0.11154719605138454,1.0,0.5557736
ncbi_gene_4327757,LOC4327757,biology,0.1848724029179695,0.8114492670591358,0.49816084
ncbi_gene_4327748,LOC4327748,biology,0.29735204877335025,0.659501573835048,0.4784268
ncbi_gene_4327665,LOC4327665,biology,0.2445450233053738,0.7160188561061768,0.48028195
ncbi_gene_4330288,LOC4330288,biology,0.10954978667153219,1.0,0.5547749
ncbi_gene_4330284,LOC4330284,biology,0.20690716249803223,0.7443196268161365,0.4756134
ncbi_gene_4330306,LOC4330306,biology,0.10148385017322953,1.0,0.5507419
ncbi_gene_4341486,LOC4341486,biology,0.2531409756495994,0.6859587270755693,0.46954986
ncbi_gene_4337093,KIN14H,biology,0.22970985213892403,0.7346180349749627,0.48216394
ncbi_gene_4337699,LOC4337699,biology,0.44597651577669734,0.514233175940148,0.48010486
ncbi_gene_4337696,LOC4337696,biology,0.25871410501096676,0.6742285598808998,0.46647134
ncbi_gene_4337694,LOC4337694,biology,0.07390517133903239,1.0,0.5369526
ncbi_gene_4337686,LOC4337686,biology,0.1280187689762067,0.8450056725745544,0.4865122
ncbi_gene_4337672,LOC4337672,biology,0.26877382013183954,0.665587703782956,0.46718076
ncbi_gene_4337622,LOC4337622,biology,0.09797701420917931,1.0,0.5489885
ncbi_gene_4337619,LOC4337619,biology,0.13263766121324083,0.8450056725745544,0.48882166
ncbi_gene_4337593,LOC4337593,biology,0.14268962159343948,0.8450056725745544,0.49384764
ncbi_gene_4337575,LOC4337575,biology,0.09062750376968247,1.0,0.5453138
ncbi_gene_4337500,LOC4337500,biology,0.0801292577396557,1.0,0.54006463
ncbi_gene_4337454,LOC4337454,biology,0.22471946314123126,0.7389569565345504,0.4818382
ncbi_gene_4337399,LOC4337399,biology,0.26877382013183954,0.665587703782956,0.46718076
ncbi_gene_4337383,LOC4337383,biology,0.24304956012372575,0.7203980631796767,0.48172382
ncbi_gene_4337347,LOC4337347,biology,0.1391764744184604,0.8450056725745544,0.49209106
ncbi_gene_4337339,LOC4337339,biology,0.15478748562739095,0.8450056725745544,0.4998966
ncbi_gene_4337322,KIN14I,biology,0.16651882677005328,0.8450056725745544,0.5057622
ncbi_gene_4337286,LOC4337286,biology,0.09738336095564323,1.0,0.5486917
ncbi_gene_4337267,LOC4337267,biology,0.08075907444164968,1.0,0.5403795
ncbi_gene_4337249,LOC4337249,biology,0.10148385017322953,1.0,0.5507419
ncbi_gene_4337218,LOC4337218,biology,0.2789934458637349,0.665587703782956,0.47229058
ncbi_gene_4337192,LOC4337192,biology,0.07084252164960408,1.0,0.53542125
ncbi_gene_4337752,LOC4337752,biology,0.45588460545334947,0.49971686470123383,0.47780073
ncbi_gene_4337756,LOC4337756,biology,0.09227339356834108,1.0,0.5461367
ncbi_gene_4337874,LOC4337874,biology,0.35270747799267627,0.5856845697415353,0.46919602
ncbi_gene_4338208,LOC4338208,biology,0.08989626745450216,1.0,0.54494816
ncbi_gene_4338592,LOC4338592,biology,0.15478748562739095,0.8450056725745544,0.4998966
ncbi_gene_4338582,LOC4338582,biology,0.10954978667153219,1.0,0.5547749
ncbi_gene_4338508,LOC4338508,biology,0.19271409283553775,0.7591451186699585,0.47592962
ncbi_gene_4338474,LOC4338474,biology,0.2617838985482835,0.665587703782956,0.4636858
ncbi_gene_4338448,LOC4338448,biology,0.19092919749452983,0.767532574700341,0.47923088
ncbi_gene_4338417,LOC4338417,biology,0.08348291468947842,1.0,0.54174143
ncbi_gene_4338413,LOC4338413,biology,0.08686068983048606,1.0,0.5434303
ncbi_gene_4338324,LOC4338324,biology,0.19676637253246224,0.7591451186699585,0.47795576
ncbi_gene_4338303,LOC4338303,biology,0.3596682872620771,0.5856845697415353,0.47267643
ncbi_gene_4338204,LOC4338204,biology,0.32781019154069374,0.5873357794991299,0.457573
ncbi_gene_4338010,LOC4338010,biology,0.1363875710641438,0.8450056725745544,0.4906966
ncbi_gene_4338174,LOC4338174,biology,0.32482190419136237,0.5873357794991299,0.45607883
ncbi_gene_4338092,LOC4338092,biology,0.1363875710641438,0.8450056725745544,0.4906966
ncbi_gene_4338079,LOC4338079,biology,0.1948468047403783,0.7591451186699585,0.47699597
ncbi_gene_4338069,LOC4338069,biology,0.3211714090764334,0.5873357794991299,0.45425358
ncbi_gene_4338067,LOC4338067,biology,0.32781019154069374,0.5873357794991299,0.457573
ncbi_gene_4338051,LOC4338051,biology,0.11583592661841509,0.9236149246656711,0.51972544
ncbi_gene_4338050,LOC4338050,biology,0.15251857503909397,0.8450056725745544,0.49876213
ncbi_gene_4338045,LOC4338045,biology,0.16395674636902535,0.8450056725745544,0.5044812
ncbi_gene_4338011,LOC4338011,biology,0.1280187689762067,0.8450056725745544,0.4865122
ncbi_gene_4337137,LOC4337137,biology,0.11105760926297217,1.0,0.5555288
ncbi_gene_4337056,LOC4337056,biology,0.48707556242018335,0.473736991150213,0.48040628
ncbi_gene_4338669,LOC4338669,biology,0.40128612038214434,0.5381142147559843,0.46970016
ncbi_gene_4336991,LOC4336991,biology,0.24180268905183236,0.7203980631796767,0.48110038
ncbi_gene_4336362,LOC4336362,biology,0.35136940093168517,0.5856845697415353,0.468527
ncbi_gene_4336306,HCT1,biology,0.18587138868097464,0.8114492670591358,0.49866033
ncbi_gene_4336294,LOC4336294,biology,0.41585174185487656,0.536371057853579,0.4761114
ncbi_gene_4336292,LOC4336292,biology,0.29187729704657345,0.665587703782956,0.4787325
ncbi_gene_4336286,LOC4336286,biology,0.1984296848660139,0.7534656866373175,0.47594768
ncbi_gene_4336209,LOC4336209,biology,0.08459687596392527,1.0,0.54229844
ncbi_gene_4336202,LOC4336202,biology,0.13575595734946955,0.8450056725745544,0.49038082
ncbi_gene_4336175,LOC4336175,biology,0.18587138868097464,0.8114492670591358,0.49866033
ncbi_gene_4336145,LOC4336145,biology,0.1280187689762067,0.8450056725745544,0.4865122
ncbi_gene_4336116,LOC4336116,biology,0.19092919749452983,0.767532574700341,0.47923088
ncbi_gene_4336085,LOC4336085,biology,0.32321236196315756,0.5873357794991299,0.45527408
ncbi_gene_4336081,LOC4336081,biology,0.32970724365086923,0.5873357794991299,0.45852152
ncbi_gene_4336075,LOC4336075,biology,0.17369957371982817,0.8450056725745544,0.5093526
ncbi_gene_4336066,LOC4336066,biology,0.23621834809660622,0.7293518195215003,0.48278508
ncbi_gene_4336035,LOC4336035,biology,0.2309041048461681,0.7346180349749627,0.48276106
ncbi_gene_4336010,LOC4336010,biology,0.1848724029179695,0.8114492670591358,0.49816084
ncbi_gene_4335984,LOC4335984,biology,0.10092392513572397,1.0,0.55046195
ncbi_gene_4335977,LOC4335977,biology,0.33382710722316866,0.5873357794991299,0.46058145
ncbi_gene_4335790,LOC4335790,biology,0.16313791514899287,0.8450056725745544,0.5040718
ncbi_gene_4335729,LOC4335729,biology,0.41104326289153925,0.536371057853579,0.47370717
ncbi_gene_4335725,LOC4335725,biology,0.214299412557166,0.7443196268161365,0.47930953
ncbi_gene_4336365,LOC4336365,biology,0.19271409283553775,0.7591451186699585,0.47592962
ncbi_gene_4336410,LOC4336410,biology,0.29187729704657345,0.665587703782956,0.4787325
ncbi_gene_4336545,LOC4336545,biology,0.07183530030938859,1.0,0.53591764
ncbi_gene_4336776,LOC4336776,biology,0.32781019154069374,0.5873357794991299,0.457573
ncbi_gene_4336986,NAL1,biology,0.1617102060185936,0.8450056725745544,0.50335795
ncbi_gene_4336981,LOC4336981,biology,0.1948468047403783,0.7591451186699585,0.47699597
ncbi_gene_4336962,LOC4336962,biology,0.438026700897361,0.5315046793622891,0.48476568
ncbi_gene_4336959,LOC4336959,biology,0.08989626745450216,1.0,0.54494816
ncbi_gene_4336951,LOC4336951,biology,0.13575595734946955,0.8450056725745544,0.49038082
ncbi_gene_4336927,HKT1;4,biology,0.1848724029179695,0.8114492670591358,0.49816084
ncbi_gene_4336865,LOC4336865,biology,0.17111998454981758,0.8450056725745544,0.50806284
ncbi_gene_4336857,LOC4336857,biology,0.26400951505975867,0.665587703782956,0.4647986
ncbi_gene_4336783,CPK13,biology,0.36774840459129154,0.5856845697415353,0.4767165
ncbi_gene_4336762,LOC4336762,biology,0.3596682872620771,0.5856845697415353,0.47267643
ncbi_gene_4336546,LOC4336546,biology,0.12861365067507682,0.8450056725745544,0.48680967
ncbi_gene_4336733,LOC4336733,biology,0.07673865120260347,1.0,0.5383693
ncbi_gene_4336705,LOC4336705,biology,0.10954978667153219,1.0,0.5547749
ncbi_gene_4336685,LOC4336685,biology,0.43126736207827737,0.5327587224518097,0.48201305
ncbi_gene_4336629,LOC4336629,biology,0.48860853509805846,0.46510992014379493,0.47685924
ncbi_gene_4336625,LOC4336625,biology,0.391389812143366,0.5530959212008211,0.47224286
ncbi_gene_4336624,LOC4336624,biology,0.09272791585408184,1.0,0.54636395
ncbi_gene_4336593,TIP5;1,biology,0.1696072709414869,0.8450056725745544,0.50730646
ncbi_gene_4336591,LOC4336591,biology,0.09873459440108427,1.0,0.5493673
ncbi_gene_4336571,LOC4336571,biology,0.1280187689762067,0.8450056725745544,0.4865122
ncbi_gene_4338611,LOC4338611,biology,0.1257305774881342,0.8450056725745544,0.48536813
ncbi_gene_4338679,LOC4338679,biology,0.20352075636114816,0.7490521749790499,0.47628647
ncbi_gene_4335688,LOC4335688,biology,0.13794059178629117,0.8450056725745544,0.49147314
ncbi_gene_4339874,LFNR1,biology,0.07286612831530227,1.0,0.53643304
ncbi_gene_4340383,LOC4340383,biology,0.1391764744184604,0.8450056725745544,0.49209106
ncbi_gene_4340349,LOC4340349,biology,0.1280187689762067,0.8450056725745544,0.4865122
ncbi_gene_4340298,LOC4340298,biology,0.18587138868097464,0.8114492670591358,0.49866033
ncbi_gene_4340218,LOC4340218,biology,0.15612750197743971,0.8450056725745544,0.5005666
ncbi_gene_4340185,LOC4340185,biology,0.2617838985482835,0.665587703782956,0.4636858
ncbi_gene_4340184,LOC4340184,biology,0.35270747799267627,0.5856845697415353,0.46919602
ncbi_gene_4340170,LOC4340170,biology,0.20352075636114816,0.7490521749790499,0.47628647
ncbi_gene_4340150,LOC4340150,biology,0.1848724029179695,0.8114492670591358,0.49816084
ncbi_gene_4340137,NAP1;1,biology,0.17707444750669168,0.8450056725745544,0.51104003
ncbi_gene_4340098,LOC4340098,biology,0.07644782671628227,1.0,0.5382239
ncbi_gene_4340095,LOC4340095,biology,0.28125437477835485,0.665587703782956,0.47342104
